,Year,Month,Anomaly-Gl,Uncertainty-Gl,Anomaly-NH,Uncertainty-NH,Anomaly-SH,Uncertainty-SH
2563,1966,8,-0.123,0.135,0.302,0.178,-0.491,0.162
2564,1966,9,0.055,0.148,0.214,0.252,-0.299,0.201
2565,1966,10,-0.153,0.08,-0.099,0.097,-0.378,0.138
2566,1966,11,-0.154,0.075,-0.269,0.107,0.14,0.138
2567,1966,12,-0.297,0.063,-0.587,0.084,-0.154,0.106
2568,1967,1,0.077,0.082,-0.277,0.08,0.125,0.088
2569,1967,2,-0.307,0.151,-0.522,0.148,-0.154,0.149
2570,1967,3,0.097,0.096,0.302,0.188,-0.426,0.151
2571,1967,4,0.065,0.133,0.027,0.233,0.18,0.162
2572,1967,5,0.287,0.112,0.293,0.221,0.57,0.203
2573,1967,6,-0.323,0.091,-0.195,0.114,-0.284,0.126
2574,1967,7,0.003,0.175,-0.043,0.274,-0.15,0.199
2575,1967,8,-0.147,0.131,-0.083,0.244,-0.072,0.222
2576,1967,9,-0.011,0.113,-0.152,0.158,0.189,0.152
2577,1967,10,0.542,0.065,0.603,0.122,0.342,0.127
2578,1967,11,0.051,0.071,0.092,0.087,-0.001,0.134
2579,1967,12,0.241,0.086,0.108,0.094,-0.001,0.108
2580,1968,1,-0.29,0.075,-0.513,0.067,0.008,0.097
2581,1968,2,-0.012,0.111,-0.089,0.115,-0.045,0.132
2582,1968,3,0.789,0.102,1.182,0.183,-0.092,0.12
2583,1968,4,0.1,0.066,0.068,0.163,-0.265,0.213
2584,1968,5,-0.349,0.136,-0.111,0.13,-0.667,0.132
2585,1968,6,-0.271,0.159,-0.271,0.196,-0.174,0.126
2586,1968,7,-0.42,0.094,-0.302,0.139,-0.053,0.114
2587,1968,8,-0.382,0.105,-0.272,0.166,-0.168,0.133
2588,1968,9,-0.517,0.106,-0.179,0.238,-0.56,0.216
2589,1968,10,0.19,0.137,-0.083,0.151,0.138,0.175
2590,1968,11,-0.229,0.05,-0.389,0.084,0.128,0.088
2591,1968,12,-0.435,0.103,-0.663,0.086,-0.222,0.105
2592,1969,1,-0.677,0.061,-1.353,0.111,0.456,0.111
2593,1969,2,-0.811,0.055,-1.24,0.123,0.284,0.124
2594,1969,3,-0.282,0.126,-0.273,0.167,0.16,0.144
2595,1969,4,0.218,0.098,-0.075,0.157,0.352,0.15
2596,1969,5,0.021,0.027,-0.112,0.106,0.428,0.103
2597,1969,6,-0.035,0.099,-0.167,0.167,0.163,0.09
2598,1969,7,-0.152,0.061,0.025,0.228,0.206,0.129
2599,1969,8,-0.042,0.096,-0.03,0.161,0.123,0.132
2600,1969,9,-0.069,0.096,-0.121,0.221,0.052,0.202
2601,1969,10,0.222,0.066,-0.077,0.081,0.189,0.107
2602,1969,11,0.296,0.055,0.478,0.133,0.198,0.094
2603,1969,12,0.526,0.111,0.519,0.149,0.148,0.109
2604,1970,1,0.19,0.113,0.009,0.089,0.254,0.104
2605,1970,2,0.531,0.113,0.569,0.123,0.504,0.106
2606,1970,3,-0.034,0.141,-0.274,0.206,0.322,0.178
2607,1970,4,0.24,0.111,0.055,0.253,0.462,0.226
2608,1970,5,-0.134,0.09,-0.106,0.135,0.184,0.143
2609,1970,6,0.006,0.07,-0.028,0.263,0.386,0.232
2610,1970,7,0.055,0.073,0.119,0.081,0.101,0.087
2611,1970,8,-0.197,0.085,-0.024,0.201,-0.218,0.114
2612,1970,9,0.201,0.073,-0.032,0.148,0.357,0.136
2613,1970,10,0.136,0.092,-0.308,0.12,0.319,0.098
2614,1970,11,-0.074,0.061,0.038,0.113,-0.183,0.113
2615,1970,12,-0.173,0.055,-0.51,0.083,0.056,0.077
2616,1971,1,0.332,0.084,0.205,0.131,0.01,0.13
2617,1971,2,-0.368,0.097,-0.484,0.208,-0.277,0.22
2618,1971,3,-0.314,0.092,-0.366,0.106,0.066,0.094
2619,1971,4,-0.028,0.101,-0.248,0.192,-0.164,0.141
2620,1971,5,-0.139,0.103,-0.07,0.187,-0.257,0.143
2621,1971,6,-0.389,0.101,-0.108,0.145,-0.503,0.113
2622,1971,7,-0.202,0.107,-0.147,0.169,0.084,0.157
2623,1971,8,0.019,0.099,-0.107,0.147,0.199,0.122
2624,1971,9,0.045,0.167,0.038,0.219,0.229,0.193
2625,1971,10,0.128,0.069,0.049,0.138,-0.169,0.103
2626,1971,11,0.179,0.097,0.512,0.132,-0.483,0.11
2627,1971,12,0.192,0.084,0.069,0.125,-0.116,0.138
2628,1972,1,-0.758,0.118,-1.178,0.147,-0.262,0.144
2629,1972,2,-0.666,0.118,-0.99,0.142,-0.157,0.08
2630,1972,3,-0.102,0.132,0.029,0.231,-0.277,0.228
2631,1972,4,-0.013,0.068,-0.058,0.143,-0.17,0.14
2632,1972,5,-0.179,0.077,-0.286,0.144,0.328,0.175
2633,1972,6,-0.008,0.108,-0.14,0.255,0.502,0.146
2634,1972,7,-0.112,0.08,-0.131,0.226,0.206,0.197
2635,1972,8,0.318,0.09,-0.041,0.15,0.429,0.161
2636,1972,9,-0.168,0.144,-0.512,0.263,0.441,0.215
2637,1972,10,0.075,0.101,-0.092,0.276,0.088,0.217
2638,1972,11,-0.32,0.062,-0.49,0.128,0.179,0.13
2639,1972,12,0.117,0.08,-0.278,0.055,0.789,0.124
2640,1973,1,0.419,0.11,0.206,0.155,0.733,0.099
2641,1973,2,0.635,0.105,0.936,0.176,0.435,0.139
2642,1973,3,0.533,0.078,0.74,0.104,0.576,0.147
2643,1973,4,0.62,0.098,0.433,0.218,0.666,0.197
2644,1973,5,0.437,0.056,0.304,0.092,0.599,0.112
2645,1973,6,0.341,0.076,0.317,0.136,0.711,0.135
2646,1973,7,0.104,0.12,0.154,0.198,0.348,0.165
2647,1973,8,0.032,0.163,0.212,0.284,0.112,0.254
2648,1973,9,0.071,0.043,-0.001,0.087,0.156,0.101
2649,1973,10,0.363,0.119,0.101,0.21,0.279,0.174
2650,1973,11,0.136,0.062,0.061,0.05,-0.028,0.095
2651,1973,12,0.197,0.085,0.35,0.13,-0.331,0.11
2652,1974,1,-0.338,0.078,-0.607,0.162,-0.33,0.145
2653,1974,2,-0.652,0.134,-0.695,0.145,-0.515,0.132
2654,1974,3,-0.143,0.168,0.117,0.231,-0.272,0.213
2655,1974,4,0.008,0.124,0.099,0.226,-0.306,0.14
2656,1974,5,-0.156,0.092,-0.132,0.131,-0.07,0.175
2657,1974,6,-0.089,0.066,-0.09,0.152,-0.08,0.12
2658,1974,7,-0.044,0.091,-0.019,0.132,0.074,0.111
2659,1974,8,0.17,0.08,-0.07,0.212,0.327,0.193
2660,1974,9,-0.319,0.091,-0.169,0.266,-0.488,0.217
2661,1974,10,-0.122,0.097,-0.399,0.096,-0.151,0.114
2662,1974,11,-0.227,0.082,-0.267,0.119,-0.279,0.132
2663,1974,12,-0.116,0.126,-0.378,0.232,-0.248,0.193
2664,1975,1,0.44,0.093,0.561,0.125,-0.176,0.124
2665,1975,2,0.197,0.136,0.271,0.145,-0.078,0.158
2666,1975,3,0.401,0.076,0.522,0.161,-0.099,0.152
2667,1975,4,0.261,0.069,0.36,0.184,-0.09,0.152
2668,1975,5,0.415,0.094,0.182,0.147,0.449,0.159
2669,1975,6,0.069,0.151,0.148,0.299,0.272,0.214
2670,1975,7,0.008,0.138,0.089,0.213,0.186,0.211
2671,1975,8,-0.375,0.14,-0.042,0.378,-0.395,0.295
2672,1975,9,0.064,0.077,0.163,0.181,0.145,0.162
2673,1975,10,0.088,0.089,0.004,0.08,-0.398,0.118
2674,1975,11,-0.191,0.065,-0.283,0.046,-0.101,0.124
2675,1975,12,0.029,0.067,-0.07,0.062,-0.186,0.108
2676,1976,1,0.279,0.088,0.465,0.096,-0.495,0.139
2677,1976,2,-0.155,0.068,-0.193,0.154,-0.324,0.131
2678,1976,3,-0.794,0.084,-0.815,0.13,-0.56,0.133
2679,1976,4,-0.053,0.058,0.207,0.169,-0.528,0.144
2680,1976,5,-0.396,0.125,-0.195,0.252,-0.344,0.212
2681,1976,6,-0.399,0.095,-0.254,0.243,-0.346,0.189
2682,1976,7,-0.147,0.244,-0.318,0.51,0.065,0.36
2683,1976,8,-0.335,0.266,-0.232,0.489,-0.294,0.344
2684,1976,9,-0.165,0.068,0.022,0.077,-0.306,0.108
2685,1976,10,-0.707,0.141,-0.984,0.235,-0.441,0.132
2686,1976,11,-0.415,0.065,-0.569,0.088,-0.159,0.113
2687,1976,12,0.047,0.089,-0.421,0.085,0.387,0.112
2688,1977,1,-0.093,0.112,-0.599,0.104,0.372,0.106
2689,1977,2,0.295,0.054,0.341,0.154,0.23,0.154
2690,1977,3,0.421,0.082,0.809,0.144,-0.018,0.117
2691,1977,4,0.512,0.069,0.695,0.139,0.072,0.127
2692,1977,5,0.452,0.157,0.513,0.33,0.15,0.249
2693,1977,6,0.421,0.037,0.488,0.151,0.262,0.112
2694,1977,7,0.321,0.114,0.107,0.138,0.536,0.168
2695,1977,8,0.27,0.115,-0.048,0.212,0.717,0.195
2696,1977,9,-0.18,0.064,0.152,0.166,-0.135,0.134
2697,1977,10,-0.046,0.097,-0.223,0.169,0.412,0.142
2698,1977,11,0.457,0.059,0.731,0.068,0.288,0.11
2699,1977,12,0.139,0.104,-0.012,0.205,0.296,0.159
2700,1978,1,0.135,0.089,0.227,0.085,-0.047,0.102
2701,1978,2,0.274,0.073,0.218,0.079,0.358,0.126
2702,1978,3,0.317,0.059,0.424,0.085,0.324,0.11
2703,1978,4,0.474,0.058,0.31,0.101,0.156,0.128
2704,1978,5,0.058,0.055,-0.032,0.142,0.307,0.103
2705,1978,6,-0.264,0.056,-0.222,0.096,-0.035,0.096
2706,1978,7,0.033,0.122,-0.231,0.349,0.558,0.158
2707,1978,8,-0.547,0.168,-0.281,0.135,-0.373,0.087
2708,1978,9,-0.02,0.071,0.013,0.184,-0.107,0.147
2709,1978,10,0.116,0.072,0.029,0.101,-0.08,0.084
2710,1978,11,0.278,0.104,0.387,0.167,0.032,0.092
2711,1978,12,0.132,0.105,0.053,0.175,-0.116,0.127
2712,1979,1,0.086,0.045,-0.16,0.105,0.338,0.112
2713,1979,2,-0.358,0.101,-0.486,0.046,0.079,0.096
2714,1979,3,0.132,0.166,0.278,0.135,0.11,0.093
2715,1979,4,0.136,0.06,-0.36,0.148,0.397,0.123
2716,1979,5,-0.193,0.132,0.105,0.382,-0.126,0.157
2717,1979,6,-0.056,0.127,0.087,0.195,0.084,0.148
2718,1979,7,-0.26,0.124,0.081,0.146,-0.056,0.126
2719,1979,8,-0.011,0.156,-0.034,0.191,0.58,0.149
2720,1979,9,0.182,0.122,0.2,0.099,0.115,0.1
2721,1979,10,0.343,0.07,0.333,0.18,0.295,0.134
2722,1979,11,0.199,0.079,0.198,0.195,0.29,0.128
2723,1979,12,0.947,0.07,1.024,0.097,0.495,0.092
2724,1980,1,0.36,0.059,0.216,0.141,0.367,0.169
2725,1980,2,0.473,0.08,0.554,0.174,0.324,0.161
2726,1980,3,0.041,0.067,-0.226,0.255,0.731,0.247
2727,1980,4,0.58,0.057,0.319,0.391,0.675,0.266
2728,1980,5,0.45,0.095,0.394,0.168,0.789,0.158
2729,1980,6,0.1,0.08,0.247,0.293,0.115,0.224
2730,1980,7,0.407,0.114,0.199,0.173,0.516,0.136
2731,1980,8,0.334,0.16,0.139,0.461,0.703,0.334
2732,1980,9,0.26,0.045,0.09,0.122,0.594,0.107
2733,1980,10,0.315,0.079,0.288,0.109,0.236,0.101
2734,1980,11,0.61,0.068,0.65,0.173,0.36,0.128
2735,1980,12,0.391,0.076,0.214,0.123,0.439,0.128
2736,1981,1,1.222,0.078,1.629,0.154,0.207,0.143
2737,1981,2,0.84,0.112,1.142,0.085,0.198,0.087
2738,1981,3,0.889,0.11,1.304,0.162,0.064,0.158
2739,1981,4,0.578,0.06,0.683,0.151,0.537,0.108
2740,1981,5,0.192,0.107,0.198,0.178,0.483,0.149
2741,1981,6,0.286,0.121,0.431,0.115,0.096,0.121
2742,1981,7,0.386,0.066,0.215,0.096,0.336,0.111
2743,1981,8,0.685,0.091,0.403,0.06,0.818,0.098
2744,1981,9,0.142,0.117,0.163,0.187,0.222,0.187
2745,1981,10,0.139,0.074,0.223,0.154,-0.084,0.132
2746,1981,11,0.171,0.082,0.404,0.117,0.029,0.099
2747,1981,12,0.909,0.085,1.066,0.093,0.336,0.136
2748,1982,1,-0.031,0.074,-0.262,0.095,0.314,0.128
2749,1982,2,0.109,0.065,0.141,0.076,0.201,0.095
2750,1982,3,-0.415,0.111,-0.286,0.116,-0.159,0.103
2751,1982,4,0.147,0.038,0.277,0.119,-0.072,0.135
2752,1982,5,0.033,0.065,0.042,0.163,0.257,0.119
2753,1982,6,-0.187,0.136,-0.104,0.185,0.006,0.102
2754,1982,7,0.22,0.15,0.182,0.111,0.286,0.108
2755,1982,8,-0.053,0.114,-0.082,0.139,0.486,0.104
2756,1982,9,-0.02,0.106,0.177,0.1,0.068,0.095
2757,1982,10,0.01,0.065,-0.089,0.095,-0.154,0.081
2758,1982,11,-0.092,0.198,-0.496,0.307,0.51,0.221
2759,1982,12,0.732,0.132,0.564,0.242,0.683,0.184
2760,1983,1,0.861,0.075,0.857,0.075,0.769,0.113
2761,1983,2,0.642,0.089,0.615,0.075,1.044,0.12
2762,1983,3,0.377,0.091,0.461,0.123,0.625,0.124
2763,1983,4,0.382,0.074,0.024,0.132,0.686,0.127
2764,1983,5,0.407,0.043,0.021,0.152,1.129,0.146
2765,1983,6,0.012,0.145,0.116,0.167,0.273,0.123
2766,1983,7,0.072,0.137,0.405,0.172,0.068,0.107
2767,1983,8,0.452,0.099,0.539,0.086,0.36,0.098
2768,1983,9,0.647,0.121,0.48,0.215,0.787,0.197
2769,1983,10,0.27,0.114,0.23,0.243,0.232,0.224
2770,1983,11,0.689,0.076,1.211,0.16,0.13,0.118
2771,1983,12,0.231,0.084,0.187,0.162,0.267,0.12
2772,1984,1,0.352,0.095,0.382,0.134,-0.046,0.123
2773,1984,2,-0.107,0.151,-0.192,0.119,0.24,0.103
2774,1984,3,0.366,0.101,0.386,0.087,0.224,0.125
2775,1984,4,0.097,0.152,0.011,0.273,0.026,0.267
2776,1984,5,0.682,0.059,0.502,0.096,0.805,0.139
2777,1984,6,-0.103,0.128,0.114,0.229,-0.003,0.26
2778,1984,7,0.082,0.099,0.063,0.192,0.146,0.172
2779,1984,8,0.087,0.064,0.15,0.179,0.162,0.078
2780,1984,9,-0.028,0.063,-0.174,0.166,0.079,0.14
2781,1984,10,0.159,0.074,-0.014,0.189,0.392,0.142
2782,1984,11,-0.251,0.096,-0.396,0.157,0.095,0.151
2783,1984,12,-0.463,0.096,-1.059,0.123,0.138,0.114
2784,1985,1,0.44,0.043,0.276,0.118,0.391,0.096
2785,1985,2,-0.509,0.071,-0.703,0.094,0.219,0.129
2786,1985,3,0.133,0.075,0.047,0.087,0.483,0.105
2787,1985,4,0.296,0.127,0.184,0.168,0.153,0.172
2788,1985,5,0.115,0.113,0.246,0.124,0.293,0.131
2789,1985,6,0.127,0.155,0.1,0.215,0.07,0.186
2790,1985,7,-0.363,0.118,-0.217,0.158,-0.072,0.159
2791,1985,8,0.199,0.11,0.123,0.141,0.479,0.153
2792,1985,9,-0.114,0.115,-0.089,0.219,0.069,0.158
2793,1985,10,0.14,0.099,0.032,0.3,0.117,0.21
2794,1985,11,-0.094,0.073,-0.085,0.178,0.293,0.123
2795,1985,12,0.201,0.104,0.176,0.105,0.13,0.145
2796,1986,1,0.737,0.137,0.917,0.147,0.157,0.143
2797,1986,2,0.817,0.111,0.683,0.078,0.496,0.084
2798,1986,3,0.497,0.138,0.525,0.137,0.449,0.106
2799,1986,4,0.543,0.056,0.382,0.125,0.616,0.126
2800,1986,5,0.289,0.086,0.242,0.141,0.77,0.126
2801,1986,6,-0.049,0.056,0.187,0.226,0.248,0.185
2802,1986,7,-0.039,0.087,-0.032,0.13,0.172,0.137
2803,1986,8,0.132,0.092,0.095,0.197,0.339,0.131
2804,1986,9,-0.207,0.114,-0.09,0.115,0.046,0.123
2805,1986,10,0.129,0.095,0.041,0.151,-0.051,0.193
2806,1986,11,-0.123,0.135,-0.172,0.125,0.104,0.088
2807,1986,12,0.172,0.075,-0.012,0.101,0.328,0.096
2808,1987,1,0.567,0.114,0.382,0.106,0.579,0.093
2809,1987,2,0.966,0.097,1.271,0.068,0.487,0.078
2810,1987,3,-0.012,0.095,-0.073,0.066,0.281,0.074
2811,1987,4,0.27,0.045,0.018,0.148,0.846,0.094
2812,1987,5,0.209,0.084,0.336,0.116,0.342,0.138
2813,1987,6,0.463,0.052,0.139,0.128,0.906,0.077
2814,1987,7,0.551,0.111,0.41,0.257,0.986,0.182
2815,1987,8,0.065,0.14,0.312,0.133,0.219,0.084
2816,1987,9,0.423,0.078,0.526,0.174,0.456,0.145
2817,1987,10,0.419,0.062,0.065,0.107,0.838,0.134
2818,1987,11,-0.016,0.073,-0.217,0.115,0.803,0.132
2819,1987,12,0.879,0.082,0.892,0.117,0.563,0.117
2820,1988,1,0.893,0.065,0.801,0.066,0.837,0.097
2821,1988,2,0.246,0.082,0.324,0.091,0.326,0.108
2822,1988,3,0.632,0.077,0.647,0.218,0.645,0.236
2823,1988,4,0.693,0.065,0.705,0.12,0.525,0.138
2824,1988,5,0.548,0.071,0.59,0.18,0.565,0.117
2825,1988,6,0.63,0.057,0.673,0.186,0.483,0.164
2826,1988,7,0.436,0.111,0.646,0.137,0.234,0.126
2827,1988,8,0.688,0.089,0.381,0.195,0.906,0.142
2828,1988,9,0.676,0.066,0.521,0.19,0.773,0.188
2829,1988,10,0.78,0.094,0.442,0.265,0.844,0.237
2830,1988,11,0.228,0.094,0.351,0.116,0.189,0.114
2831,1988,12,0.758,0.092,0.991,0.077,0.085,0.141
2832,1989,1,0.129,0.061,0.175,0.107,-0.062,0.143
2833,1989,2,0.442,0.065,0.643,0.086,0.209,0.094
2834,1989,3,0.467,0.087,0.779,0.186,-0.01,0.148
2835,1989,4,0.392,0.09,0.353,0.193,0.316,0.13
2836,1989,5,-0.036,0.073,0.337,0.232,0.092,0.137
2837,1989,6,0.003,0.07,0.255,0.162,0.095,0.112
2838,1989,7,0.3,0.161,0.393,0.118,0.087,0.146
2839,1989,8,0.315,0.133,0.261,0.083,0.323,0.102
2840,1989,9,0.367,0.047,0.258,0.12,0.431,0.11
2841,1989,10,0.563,0.065,0.434,0.17,0.367,0.153
2842,1989,11,0.128,0.072,0.101,0.112,0.271,0.121
2843,1989,12,0.848,0.078,0.679,0.126,0.596,0.08
2844,1990,1,0.672,0.072,0.592,0.106,0.545,0.122
2845,1990,2,0.504,0.054,0.725,0.072,0.131,0.105
2846,1990,3,1.438,0.095,2.025,0.14,0.54,0.116
2847,1990,4,0.862,0.069,0.852,0.173,0.615,0.103
2848,1990,5,0.534,0.069,0.579,0.136,0.714,0.116
2849,1990,6,0.433,0.104,0.659,0.157,0.241,0.121
2850,1990,7,0.448,0.083,0.254,0.119,0.577,0.167
2851,1990,8,0.259,0.084,0.411,0.201,0.376,0.169
2852,1990,9,0.172,0.118,0.387,0.394,-0.093,0.259
2853,1990,10,0.645,0.091,0.51,0.103,0.641,0.094
2854,1990,11,0.818,0.104,0.688,0.244,1.058,0.199
2855,1990,12,0.79,0.045,0.602,0.167,0.679,0.144
2856,1991,1,0.668,0.066,0.753,0.081,0.331,0.129
2857,1991,2,0.898,0.086,0.85,0.074,0.651,0.109
2858,1991,3,0.273,0.111,0.368,0.058,0.423,0.116
2859,1991,4,0.952,0.066,0.879,0.133,0.688,0.124
2860,1991,5,0.312,0.055,0.354,0.134,0.721,0.162
2861,1991,6,0.826,0.063,0.657,0.097,1.079,0.108
2862,1991,7,0.671,0.099,0.57,0.089,0.515,0.123
2863,1991,8,0.472,0.098,0.424,0.22,0.492,0.179
2864,1991,9,0.628,0.084,0.454,0.141,0.709,0.156
2865,1991,10,0.562,0.04,0.463,0.093,0.452,0.134
2866,1991,11,0.355,0.078,0.45,0.068,0.259,0.136
2867,1991,12,0.469,0.09,0.157,0.094,0.413,0.157
2868,1992,1,1.002,0.063,1.148,0.043,0.452,0.116
2869,1992,2,0.694,0.075,0.795,0.055,0.514,0.129
2870,1992,3,0.617,0.125,0.632,0.137,0.825,0.192
2871,1992,4,0.259,0.053,-0.038,0.155,0.732,0.183
2872,1992,5,0.235,0.043,0.061,0.144,0.749,0.088
2873,1992,6,0.133,0.061,-0.192,0.125,0.88,0.148
2874,1992,7,-0.186,0.134,-0.32,0.066,0.128,0.092
2875,1992,8,-0.074,0.094,-0.192,0.155,0.234,0.128
2876,1992,9,-0.397,0.068,-0.443,0.156,-0.005,0.113
2877,1992,10,0.17,0.125,-0.18,0.171,0.179,0.177
2878,1992,11,-0.201,0.089,-0.21,0.209,-0.158,0.172
2879,1992,12,0.449,0.098,0.452,0.277,0.176,0.21
2880,1993,1,0.689,0.088,0.779,0.213,0.451,0.136
2881,1993,2,0.611,0.08,0.919,0.051,0.027,0.091
2882,1993,3,0.616,0.074,0.841,0.078,0.364,0.091
2883,1993,4,0.367,0.051,0.224,0.08,0.669,0.093
2884,1993,5,0.167,0.061,0.286,0.105,0.447,0.105
2885,1993,6,0.079,0.097,0.228,0.106,0.349,0.103
2886,1993,7,0.241,0.103,0.186,0.127,0.61,0.14
2887,1993,8,-0.008,0.096,0.08,0.151,0.352,0.114
2888,1993,9,-0.086,0.063,-0.147,0.124,0.266,0.168
2889,1993,10,0.422,0.08,0.211,0.114,0.456,0.162
2890,1993,11,-0.334,0.067,-0.646,0.132,0.478,0.15
2891,1993,12,0.434,0.057,0.48,0.145,0.209,0.139
2892,1994,1,0.461,0.068,0.469,0.15,0.336,0.183
2893,1994,2,-0.358,0.072,-0.408,0.133,-0.015,0.138
2894,1994,3,0.441,0.105,0.874,0.14,0.018,0.161
2895,1994,4,0.706,0.073,0.704,0.081,0.388,0.103
2896,1994,5,0.374,0.07,0.641,0.09,0.556,0.136
2897,1994,6,0.685,0.06,0.648,0.11,0.613,0.111
2898,1994,7,0.356,0.099,0.429,0.088,0.338,0.079
2899,1994,8,0.122,0.077,0.349,0.108,0.035,0.093
2900,1994,9,0.473,0.057,0.402,0.119,0.728,0.092
2901,1994,10,0.797,0.043,0.787,0.126,0.464,0.117
2902,1994,11,0.736,0.083,0.781,0.117,0.682,0.092
2903,1994,12,0.488,0.096,0.299,0.057,0.797,0.087
2904,1995,1,0.985,0.047,1.312,0.082,0.465,0.127
2905,1995,2,1.485,0.075,2.074,0.072,0.254,0.071
2906,1995,3,0.654,0.073,0.926,0.077,0.272,0.095
2907,1995,4,0.683,0.076,0.849,0.081,0.247,0.102
2908,1995,5,0.273,0.064,0.589,0.176,0.307,0.132
2909,1995,6,0.682,0.099,0.823,0.114,0.65,0.106
2910,1995,7,0.769,0.089,0.419,0.102,1.034,0.115
2911,1995,8,0.787,0.088,0.802,0.048,1.006,0.079
2912,1995,9,0.528,0.061,0.603,0.126,0.898,0.093
2913,1995,10,0.89,0.054,0.92,0.147,0.531,0.12
2914,1995,11,0.698,0.073,0.823,0.118,0.681,0.161
2915,1995,12,0.499,0.057,0.408,0.069,0.307,0.122
2916,1996,1,0.305,0.083,0.284,0.072,0.209,0.108
2917,1996,2,0.797,0.077,0.983,0.102,0.322,0.128
2918,1996,3,0.246,0.066,0.301,0.127,0.422,0.096
2919,1996,4,0.365,0.045,0.012,0.083,0.462,0.106
2920,1996,5,0.269,0.087,0.572,0.08,0.457,0.098
2921,1996,6,0.208,0.052,0.275,0.115,0.497,0.125
2922,1996,7,0.501,0.095,0.469,0.136,0.442,0.124
2923,1996,8,0.747,0.055,0.132,0.053,1.271,0.067
2924,1996,9,0.281,0.063,-0.021,0.075,0.671,0.123
2925,1996,10,0.303,0.067,0.017,0.115,0.64,0.117
2926,1996,11,0.452,0.089,0.396,0.101,0.45,0.109
2927,1996,12,0.7,0.089,0.611,0.097,0.49,0.126
2928,1997,1,0.58,0.079,0.717,0.078,0.147,0.103
2929,1997,2,0.588,0.073,0.882,0.064,0.238,0.098
2930,1997,3,0.646,0.04,1.031,0.079,0.082,0.098
2931,1997,4,0.548,0.077,0.715,0.099,0.169,0.131
2932,1997,5,0.269,0.073,0.488,0.14,0.237,0.12
2933,1997,6,0.679,0.107,0.608,0.129,0.888,0.148
2934,1997,7,0.185,0.095,0.387,0.22,0.525,0.181
2935,1997,8,0.385,0.083,0.567,0.146,0.554,0.085
2936,1997,9,0.615,0.065,0.574,0.075,1.131,0.095
2937,1997,10,0.903,0.051,0.835,0.07,0.794,0.109
2938,1997,11,0.789,0.095,0.557,0.122,1.045,0.177
2939,1997,12,0.809,0.104,0.535,0.099,0.972,0.084
2940,1998,1,0.8,0.075,0.727,0.087,0.888,0.12
2941,1998,2,1.656,0.089,1.802,0.084,1.27,0.095
2942,1998,3,0.696,0.062,0.808,0.067,0.98,0.092
2943,1998,4,1.046,0.046,1.33,0.117,0.922,0.104
2944,1998,5,0.966,0.065,0.96,0.11,1.164,0.129
2945,1998,6,1.075,0.094,1.035,0.169,1.102,0.143
2946,1998,7,1.001,0.094,1.105,0.114,1.102,0.123
2947,1998,8,1.039,0.081,1.061,0.107,1.165,0.087
2948,1998,9,0.619,0.063,0.882,0.059,0.595,0.107
2949,1998,10,0.742,0.08,0.745,0.152,0.727,0.174
2950,1998,11,0.347,0.077,0.349,0.076,0.44,0.086
2951,1998,12,1.083,0.075,1.281,0.075,0.416,0.097
2952,1999,1,1.0,0.061,1.114,0.133,0.486,0.196
2953,1999,2,1.485,0.093,2.085,0.099,0.447,0.131
2954,1999,3,0.223,0.058,0.221,0.104,0.46,0.153
2955,1999,4,0.472,0.063,1.014,0.132,-0.238,0.133
2956,1999,5,0.368,0.052,0.619,0.113,0.396,0.106
2957,1999,6,0.59,0.065,0.583,0.099,0.666,0.093
2958,1999,7,0.504,0.092,0.64,0.065,0.56,0.095
2959,1999,8,0.502,0.08,0.516,0.084,0.565,0.075
2960,1999,9,0.675,0.063,0.645,0.074,0.805,0.104
2961,1999,10,0.772,0.084,0.691,0.134,0.467,0.149
2962,1999,11,0.542,0.041,0.815,0.084,-0.04,0.067
2963,1999,12,0.943,0.063,1.43,0.083,-0.073,0.119
2964,2000,1,0.379,0.064,0.658,0.052,-0.176,0.139
2965,2000,2,1.001,0.069,1.557,0.081,0.022,0.113
2966,2000,3,0.89,0.086,1.437,0.058,0.078,0.089
2967,2000,4,1.232,0.059,1.674,0.102,0.299,0.095
2968,2000,5,0.557,0.062,0.935,0.142,0.064,0.115
2969,2000,6,0.596,0.09,0.609,0.139,0.559,0.13
2970,2000,7,0.518,0.077,0.626,0.079,0.286,0.097
2971,2000,8,0.69,0.064,0.696,0.133,0.676,0.093
2972,2000,9,0.52,0.058,0.414,0.112,0.783,0.105
2973,2000,10,0.249,0.035,0.125,0.072,0.399,0.114
2974,2000,11,0.203,0.09,-0.018,0.089,0.362,0.114
2975,2000,12,0.243,0.1,0.108,0.081,0.258,0.117
2976,2001,1,0.774,0.067,0.858,0.081,0.454,0.094
2977,2001,2,0.536,0.064,0.495,0.058,0.498,0.107
2978,2001,3,0.923,0.061,1.401,0.066,0.188,0.089
2979,2001,4,0.903,0.051,1.036,0.098,0.476,0.085
2980,2001,5,0.959,0.059,1.227,0.068,0.446,0.119
2981,2001,6,0.628,0.092,0.676,0.161,0.569,0.12
2982,2001,7,0.804,0.074,0.853,0.078,0.697,0.119
2983,2001,8,0.572,0.073,0.956,0.117,0.598,0.126
2984,2001,9,0.673,0.052,0.717,0.181,0.67,0.118
2985,2001,10,0.668,0.037,0.735,0.115,0.281,0.09
2986,2001,11,1.224,0.083,1.632,0.101,0.338,0.11
2987,2001,12,0.878,0.117,0.916,0.05,0.374,0.132
